v183ciuo,ciuolabel,ciuo1diglabel,ciuo3cat,ciuolabel_color,ciuo1diglabel_color,ciuo3cat_color,n_obs,total_workers_weighted,income_mean,income_q1,income_median,income_q3,female_pct,male_pct,public_sector_pct,nivel_ed_mean,age_mean,age_median
15211,Vend. quioscos y de puestos de mercado,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)",#79AF97,#f1f22e,92660.37,92660.37,7.78,6.96,7.93,8.53,64.71,35.29,0.0,3.41,42.27,44.5
15212,Vend. Ambulantes comida,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)",#79AF97,#f1f22e,69816.21,69816.21,7.54,7.34,7.7,8.15,61.4,38.6,0.0,3.66,35.96,42.0
15220,Comerciantes y vendedores de tiendas y almacenes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
15221,Comerciantes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)",#79AF97,#f1f22e,1290652.75,1290652.75,8.5,7.9,8.52,9.08,59.49,40.51,0.58,4.56,48.29,49.0
15222,Supv. Tiendas y almacenes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)",#79AF97,#f1f22e,145383.71,145383.71,8.87,8.67,9.11,9.44,57.14,42.86,2.52,5.93,40.48,40.0
15223,Vendedores,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)",#79AF97,#f1f22e,1796441.95,1796441.95,8.23,7.6,8.24,8.75,65.6,34.4,0.52,4.97,37.06,32.0
15230,Cajeros y expendedores de billetes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)",#79AF97,#f1f22e,300870.88,300870.88,8.35,7.9,8.44,8.85,63.75,36.25,3.23,5.05,34.58,31.0
15240,Vendedores n/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)",#79AF97,#f1f22e,9426.0,9426.0,6.82,5.71,6.91,8.08,100.0,0.0,0.0,3.69,31.28,35.0
15241,"Modelos de moda, arte y publicidad",5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)",#79AF97,#f1f22e,4427.58,4427.58,7.6,7.6,7.6,7.6,100.0,0.0,0.0,6.33,26.34,26.0
15242,Dem. tiendas,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)",#79AF97,#f1f22e,36696.52,36696.52,8.84,8.01,8.72,9.15,31.6,68.4,0.0,4.85,37.08,33.5
15243,Vend. puerta a puerta,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)",#79AF97,#f1f22e,90702.34,90702.34,7.89,6.91,7.82,8.7,79.72,20.28,0.0,5.15,42.45,43.5
15244,Vend. Telefónicos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)",#79AF97,#f1f22e,42779.95,42779.95,8.18,7.2,8.29,8.43,65.7,34.3,0.0,5.32,27.34,27.0
15245,Exp. Gasolineras,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)",#79AF97,#f1f22e,55739.23,55739.23,8.77,8.46,8.78,8.94,37.35,62.65,4.82,4.79,33.12,32.0
15246,Vend. comidas al mostrador,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)",#79AF97,#f1f22e,36988.07,36988.07,8.34,7.88,8.39,8.84,60.29,39.71,5.86,4.55,45.45,47.0
15249,Vendedoren/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)",#79AF97,#f1f22e,1601.0,1601.0,6.88,6.55,6.55,7.24,0.0,100.0,0.0,3.0,39.95,35.0
15300,Trab. Cuidados personales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.801871, 0.258674, 0.283099, 1.0)",#79AF97,#f1f22e,386.0,386.0,8.15,8.15,8.15,8.15,100.0,0.0,0.0,1.0,39.0,39.0
15310,Cuid. niños y auxiliares de maestros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
15311,Cuid. de niños,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)",#79AF97,#f1f22e,655060.57,655060.57,7.7,7.09,7.75,8.24,95.95,4.05,2.67,4.07,36.23,31.0
15312,Aux. de maestros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)",#79AF97,#f1f22e,85604.42,85604.42,8.65,7.92,8.42,9.08,73.65,26.35,62.2,5.85,44.1,42.0
15320,Trab. Cuid. Personales en servicios de salud,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)",#79AF97,#f1f22e,907.0,907.0,,,,,100.0,0.0,48.84,4.49,69.81,70.0
15321,Trab. Cuid. Pers. instituciones,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)",#79AF97,#f1f22e,117648.09,117648.09,8.33,7.89,8.31,8.61,86.89,13.11,19.8,3.87,46.57,44.0
15322,Trab. Cuid. personales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)",#79AF97,#f1f22e,519221.25,519221.25,8.14,7.65,8.16,8.66,93.84,6.16,1.09,4.0,48.24,50.0
15329,Trab. Cuid. Pers servicios de salud n/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)",#79AF97,#f1f22e,3082.0,3082.0,8.62,8.22,8.54,8.85,53.57,46.43,46.43,4.71,35.94,25.0
15400,Serv. Protección,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
15410,Serv. Protección,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
15411,Bomberos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)",#79AF97,#f1f22e,12098.0,12098.0,9.23,7.85,8.83,9.56,4.43,95.57,86.11,4.81,32.53,28.0
15412,Policías,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)",#79AF97,#f1f22e,295320.44,295320.44,8.86,8.52,9.0,9.31,28.1,71.9,99.51,5.44,40.28,37.0
15413,Guar. de prisión,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)",#79AF97,#f1f22e,34320.9,34320.9,8.84,8.52,8.91,9.21,17.01,82.99,100.0,4.49,37.94,34.5
15414,Guardias de protección,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)",#79AF97,#f1f22e,293494.15,293494.15,8.69,8.17,8.74,8.99,7.79,92.21,23.6,4.23,42.1,44.0
15419,Serv. Protección n/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.822386, 0.275197, 0.266085, 1.0)",#79AF97,#f1f22e,33797.15,33797.15,8.53,8.35,8.58,9.13,18.1,81.9,91.01,5.71,37.98,37.5
16000,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.890341, 0.347957, 0.198286, 1.0)",#6A6599,#17becf,0.0,,,,,,,,,,,
16100,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,10316.88,10316.88,8.41,8.62,9.21,9.67,0.0,100.0,14.21,5.13,45.94,45.0
16110,Agricultores y trabajadores calificados de jardines y de cultivos para el mercado,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,12010.0,12010.0,8.22,7.93,8.22,8.33,43.8,56.2,10.48,2.74,65.74,67.0
16111,Agricultores y trabajadores calificados de cultivos extensivos,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,107773.61,107773.61,8.31,7.74,8.06,8.52,25.25,74.75,7.88,3.37,50.38,53.5
16112,Agricultores y trabajadores calificados de plantaciones de árboles y arbustos,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,27247.08,27247.08,7.72,7.64,7.9,8.2,38.43,61.57,3.12,3.31,55.66,65.5
16113,"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines",6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,104039.5,104039.5,8.06,7.37,8.22,8.87,18.82,81.18,5.85,3.68,46.84,40.0
16114,Agricultores y trabajadores calificados de cultivos mixtos,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,297.55,297.55,,,,,0.0,100.0,0.0,,,
16120,Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,1489.0,1489.0,7.86,7.86,7.86,7.86,0.0,100.0,0.0,3.0,86.0,86.0
16121,Criadores de ganado,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,59670.14,59670.14,8.7,8.2,8.48,9.07,13.96,86.04,0.0,4.13,45.77,52.0
16122,Avicultores y trabajadores calificados de la avicultura,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,13013.0,13013.0,8.34,7.69,8.42,8.84,0.18,99.82,0.0,4.34,39.5,38.5
16123,Apicultores y sericultores y trabajadores calificados de la apicultura y la sericultura,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,3964.12,3964.12,8.71,8.2,8.81,9.43,64.1,35.9,0.0,7.41,59.85,59.0
16129,Criadores y trabajadores pecuarios calificados de la cría de animales no clasificados bajo otros epígrafes,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,0.0,,,,,,,,,,,
16130,Prod y trab agrop,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)",#6A6599,#17becf,70196.17,70196.17,8.7,7.98,8.65,9.19,23.03,76.97,0.0,4.67,63.0,53.5
16200,"Trab. forestales calificados, pescadores y cazadores",6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.90939, 0.375856, 0.174563, 1.0)",#6A6599,#17becf,0.0,,,,,,,,,,,
16210,Trab. forestales calificados y afines,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.912966, 0.381636, 0.169755, 1.0)",#6A6599,#17becf,1100.55,1100.55,7.82,7.82,7.82,7.82,0.0,100.0,55.61,2.0,67.0,67.0
16220,"Pescadores, cazadores y tramperos",6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.912966, 0.381636, 0.169755, 1.0)",#6A6599,#17becf,3811.0,3811.0,7.55,7.91,8.61,9.11,0.0,100.0,0.0,3.5,40.61,42.5
16221,Trab. acuicultura,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.912966, 0.381636, 0.169755, 1.0)",#6A6599,#17becf,0.0,,,,,,,,,,,
16222,Pescadores de agua dulce y en aguas costeras,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.912966, 0.381636, 0.169755, 1.0)",#6A6599,#17becf,4232.0,4232.0,7.81,7.59,8.05,8.06,0.0,100.0,0.0,3.0,54.97,51.5
16223,Pescadores de alta mar,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.912966, 0.381636, 0.169755, 1.0)",#6A6599,#17becf,0.0,,,,,,,,,,,
16224,Cazadores y tramperos,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.912966, 0.381636, 0.169755, 1.0)",#6A6599,#17becf,0.0,,,,,,,,,,,
16300,"Trab. agropecuarios, pescadores, cazadores y recolectores de subsistencia",6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.919879, 0.393389, 0.16007, 1.0)",#6A6599,#17becf,0.0,,,,,,,,,,,
16310,Trab. agrícolas de subsistencia,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.919879, 0.393389, 0.16007, 1.0)",#6A6599,#17becf,1987.64,1987.64,,,,,100.0,0.0,0.0,,,
16320,Trab. agropecuarios de subsistencia,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.923215, 0.399359, 0.155193, 1.0)",#6A6599,#17becf,1272.05,1272.05,,,,,0.0,100.0,0.0,,,
16330,Trab. agropecuarios de subsistencia,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.923215, 0.399359, 0.155193, 1.0)",#6A6599,#17becf,0.0,,,,,,,,,,,
16340,"Pescadores, cazadores, tramperos y recolectores de subsistencia",6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.923215, 0.399359, 0.155193, 1.0)",#6A6599,#17becf,0.0,,,,,,,,,,,
17000,"Oficiales, oprarios y artesanos",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.969163, 0.515946, 0.063488, 1.0)",#80796B,#17becf,0.0,,,,,,,,,,,
17100,Of. Y op. Construcción,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.97259, 0.529798, 0.053324, 1.0)",#80796B,#17becf,0.0,,,,,,,,,,,
17110,Of. Y op. Construcción,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,18740.0,18740.0,8.35,8.24,8.91,9.18,0.0,100.0,7.95,3.63,40.52,42.0
17111,Constructore,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,83295.21,83295.21,9.05,8.31,8.72,9.43,18.11,81.89,1.17,3.96,45.07,47.0
17112,Albañiles,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,1367054.12,1367054.12,8.4,7.92,8.29,8.74,2.92,97.08,4.83,3.38,40.97,38.0
17113,"Mamposteros, tronzadores, labrantes y grabadores de piedra",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,27143.22,27143.22,8.27,8.12,8.52,8.76,5.66,94.34,0.0,3.54,40.1,38.0
17114,Op en cemento armado,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,6060.0,6060.0,8.26,7.84,7.97,8.76,0.0,100.0,0.0,3.84,41.95,30.0
17115,Carpinteros de armar y de obra blanca,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,91483.26,91483.26,8.3,7.94,8.35,8.91,1.74,98.26,6.25,3.23,48.19,40.0
17119,Of. Y op. Construcción,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,29919.0,29919.0,8.48,8.32,8.7,9.0,0.0,100.0,0.0,3.97,32.11,31.0
17120,Of. Y op. Construcción,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,0.0,,,,,,,,,,,
17121,Techadores,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,19114.08,19114.08,8.22,7.87,8.26,8.62,0.54,99.46,0.0,3.97,47.28,43.5
17122,Parqueteros y colocadores de suelos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,6096.0,6096.0,8.28,8.35,8.44,8.51,0.0,100.0,0.0,3.04,44.21,50.0
17123,Revocadores,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,30188.55,30188.55,8.17,7.69,8.01,8.38,0.0,100.0,0.0,3.89,31.1,66.0
17124,Innst. material aislante y de insonorización,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,6591.84,6591.84,,,,,0.0,100.0,0.0,5.0,42.0,42.0
17125,Cristaleros,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,12491.0,12491.0,9.28,8.62,9.09,9.51,0.0,100.0,0.0,3.37,45.75,42.0
17126,Fontaneros e instaladores de tuberías,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,156376.79,156376.79,8.59,8.08,8.52,9.05,3.9,96.1,6.36,4.38,46.66,43.0
17127,Méc. Refrigreación,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,71390.43,71390.43,8.63,8.28,8.88,9.22,0.0,100.0,1.47,5.38,40.21,42.0
17130,"Pintores, limpiadores de fachadas y afines",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,0.0,,,,,,,,,,,
17131,Pintores y empapeladores,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,229903.92,229903.92,8.38,7.82,8.29,8.77,1.2,98.8,1.88,3.9,38.57,41.0
17132,Barnizadores y afines,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,25762.14,25762.14,8.24,7.88,8.59,8.94,21.96,78.04,0.0,4.15,44.04,45.5
17133,Limpiadores de fachadas y deshollinadores,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.974176, 0.53678, 0.048392, 1.0)",#80796B,#17becf,1903.0,1903.0,8.85,8.85,8.85,8.85,0.0,100.0,0.0,3.0,47.0,47.0
17200,Of. Y op. Metalurgia,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.977092, 0.55085, 0.03905, 1.0)",#80796B,#17becf,14306.09,14306.09,8.84,8.79,8.85,8.92,0.0,100.0,6.75,4.44,55.66,55.5
17210,"Moldeadores, soldadores, chapistas, caldereros, montadores de estructuras metálicas y afines",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.977092, 0.55085, 0.03905, 1.0)",#80796B,#17becf,37122.94,37122.94,8.62,8.66,8.7,9.05,1.72,98.28,17.82,3.91,51.39,48.0
17211,Moldeadores y macheros,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.977092, 0.55085, 0.03905, 1.0)",#80796B,#17becf,18709.16,18709.16,8.69,8.41,8.57,8.91,8.95,91.05,3.71,4.6,41.92,48.0
17212,Soldadores y oxicortadores,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.977092, 0.55085, 0.03905, 1.0)",#80796B,#17becf,156031.03,156031.03,8.57,8.09,8.68,9.09,7.77,92.23,7.13,4.01,43.15,41.0
17213,Chapistas y caldereros,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.977092, 0.55085, 0.03905, 1.0)",#80796B,#17becf,95267.91,95267.91,8.99,8.07,8.7,9.09,2.33,97.67,1.27,3.78,43.2,48.0
17214,Montadores de estructuras metálicas,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.977092, 0.55085, 0.03905, 1.0)",#80796B,#17becf,16351.97,16351.97,8.63,8.45,8.7,8.97,0.0,100.0,0.0,3.89,38.64,35.0
17215,Aparejadores y empalmadores de cables,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.977092, 0.55085, 0.03905, 1.0)",#80796B,#17becf,3265.0,3265.0,8.41,7.8,8.16,8.69,0.0,100.0,0.0,3.48,29.45,35.0
17220,"Herreros, herramentistas y afines",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.977092, 0.55085, 0.03905, 1.0)",#80796B,#17becf,8966.0,8966.0,8.7,8.36,8.88,9.2,0.0,100.0,0.0,3.87,50.54,57.0
17221,Herreros y forjadores,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.977092, 0.55085, 0.03905, 1.0)",#80796B,#17becf,133565.07,133565.07,8.76,8.23,8.66,8.92,0.97,99.03,5.51,3.78,39.62,43.5
17222,Herramentistas y afines,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.978422, 0.557937, 0.034931, 1.0)",#80796B,#17becf,37193.34,37193.34,8.72,8.3,8.56,9.22,4.14,95.86,6.07,4.66,51.46,58.5
17223,Reg. Y Op. máquinas herramientas,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.978422, 0.557937, 0.034931, 1.0)",#80796B,#17becf,43298.19,43298.19,8.45,8.29,8.51,8.7,0.0,100.0,1.06,4.15,47.75,49.0
17224,Pulidores de metales y afiladores de herramientas,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.978422, 0.557937, 0.034931, 1.0)",#80796B,#17becf,4505.06,4505.06,9.39,8.91,9.11,9.32,0.0,100.0,0.0,4.19,44.1,55.0
17230,Méc y rep. Maquinaria,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.978422, 0.557937, 0.034931, 1.0)",#80796B,#17becf,14924.05,14924.05,7.62,7.95,8.5,8.95,0.0,100.0,65.12,6.67,72.94,52.5
17231,Mec. Vehículos de motor,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.978422, 0.557937, 0.034931, 1.0)",#80796B,#17becf,417613.06,417613.06,8.43,7.84,8.51,8.92,2.35,97.65,1.46,4.08,44.3,42.0
17232,Méc y re. Motores de avión,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.978422, 0.557937, 0.034931, 1.0)",#80796B,#17becf,0.0,,,,,,,,,,,
17233,Méc. Maq. Agrícola,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.978422, 0.557937, 0.034931, 1.0)",#80796B,#17becf,102139.49,102139.49,8.85,8.29,8.91,9.32,2.78,97.22,21.68,3.77,50.22,47.5
17234,Rep. Bicicletas y afines,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.978422, 0.557937, 0.034931, 1.0)",#80796B,#17becf,16381.46,16381.46,8.14,7.74,8.15,8.26,0.0,100.0,11.42,3.42,43.27,42.0
17300,Art. Y Op. Artes gráficas,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,4620.0,4620.0,8.29,8.29,8.29,8.29,31.32,68.68,0.0,3.63,50.36,47.0
17310,Artesanos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,22469.68,22469.68,8.38,7.14,8.52,8.67,82.75,17.25,0.0,4.13,47.11,52.0
17311,Méc. Y rep. Instrumentos de presición,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,9462.89,9462.89,8.63,8.41,8.41,8.88,12.72,87.28,0.0,4.61,50.37,60.5
17312,Fab. Y afi. Inst musicales,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,259.0,259.0,9.11,9.11,9.11,9.11,0.0,100.0,0.0,5.0,63.0,63.0
17313,"Joyeros, orfebres y plateros",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,10493.57,10493.57,8.49,7.6,8.5,9.25,53.57,46.43,0.0,5.01,60.03,50.5
17314,"Alfareros y afines (barro, arcilla y abrasivos)",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,33492.66,33492.66,8.11,6.82,8.12,8.87,32.03,67.97,0.0,3.72,43.28,37.0
17315,"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,12705.14,12705.14,8.8,8.76,8.85,8.93,43.75,56.25,0.0,4.87,51.03,41.0
17316,"Redactores de carteles, pintores decorativos y grabadores",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,9995.63,9995.63,9.59,9.03,9.21,9.53,19.67,80.33,0.0,6.66,42.81,48.0
17317,"Artesano madera, cestería y materiales similares",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,11399.59,11399.59,7.53,6.98,7.66,8.27,48.68,51.32,0.0,4.82,33.58,33.0
17318,"Artesano tejidos, el cuero y materiales similares",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,45857.21,45857.21,7.9,7.5,8.19,8.51,48.46,51.54,0.0,4.25,51.35,55.0
17319,Artesanon/c,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,30848.33,30848.33,7.44,6.91,8.01,8.42,93.03,6.97,0.0,4.69,41.06,37.5
17320,Of. Y Op. Art gráficas,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,2707.0,2707.0,8.98,8.98,8.98,8.98,47.88,52.12,52.12,5.0,43.25,43.0
17321,"Cajistas, tipógrafos y afines",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,1102.79,1102.79,7.7,7.7,7.7,7.7,0.0,100.0,0.0,4.0,65.0,65.0
17322,Impresores,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,40024.32,40024.32,8.7,8.41,8.66,9.21,21.84,78.16,0.0,5.23,37.19,42.0
17323,Encuadernadores y afines,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.980824, 0.572209, 0.028508, 1.0)",#80796B,#17becf,2257.0,2257.0,8.7,8.7,8.7,8.7,0.0,100.0,66.06,5.0,57.67,49.0
17400,Trab. electricidad y la elecrotecnología,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.982881, 0.586606, 0.024661, 1.0)",#80796B,#17becf,13400.49,13400.49,,,,,0.0,100.0,0.0,,,
17410,Inst. y rep. electricos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.983779, 0.593849, 0.02377, 1.0)",#80796B,#17becf,3788.0,3788.0,10.4,10.35,10.51,10.67,14.23,85.77,56.92,3.85,42.32,40.0
