model_1,model_2,dimension,wasserstein
configuration_model_21,enhanced_configuration_model_10,0,3754.4075349552995
configuration_model_21,enhanced_configuration_model_10,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_10,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_11,0,5875.171842305016
configuration_model_21,enhanced_configuration_model_11,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_11,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_12,0,6266.581305001962
configuration_model_21,enhanced_configuration_model_12,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_12,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_13,0,4683.687981058155
configuration_model_21,enhanced_configuration_model_13,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_13,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_14,0,6585.9925599715025
configuration_model_21,enhanced_configuration_model_14,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_14,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_15,0,4406.2092296142155
configuration_model_21,enhanced_configuration_model_15,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_15,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_16,0,5235.8292501301075
configuration_model_21,enhanced_configuration_model_16,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_16,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_17,0,2414.259989760182
configuration_model_21,enhanced_configuration_model_17,1,213.41287930685166
configuration_model_21,enhanced_configuration_model_17,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_18,0,2875.6870093760144
configuration_model_21,enhanced_configuration_model_18,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_18,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_19,0,6201.406160789241
configuration_model_21,enhanced_configuration_model_19,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_19,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_20,0,3578.391584775379
configuration_model_21,enhanced_configuration_model_20,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_20,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_21,0,3773.3572824236053
configuration_model_21,enhanced_configuration_model_21,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_21,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_22,0,6585.9925599715025
configuration_model_21,enhanced_configuration_model_22,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_22,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_23,0,5943.877156813607
configuration_model_21,enhanced_configuration_model_23,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_23,2,68.58935777509514
configuration_model_21,enhanced_configuration_model_24,0,6394.052913770966
configuration_model_21,enhanced_configuration_model_24,1,211.42492757477777
configuration_model_21,enhanced_configuration_model_24,2,68.58935777509514
_hidalgo_disparity_filtration.csv,configuration_model_22,0,796.050865276332
_hidalgo_disparity_filtration.csv,configuration_model_22,1,173.71881961298922
_hidalgo_disparity_filtration.csv,configuration_model_22,2,78.48885271170681
configuration_model_22,configuration_model_23,0,161.93607486307096
configuration_model_22,configuration_model_23,1,41.863484975469305
configuration_model_22,configuration_model_23,2,29.92031021678297
configuration_model_22,configuration_model_24,0,26.0
configuration_model_22,configuration_model_24,1,53.94112549695427
configuration_model_22,configuration_model_24,2,25.142135623730955
configuration_model_22,enhanced_configuration_model_0,0,5929.098982220556
configuration_model_22,enhanced_configuration_model_0,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_0,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_1,0,6118.0386284210945
configuration_model_22,enhanced_configuration_model_1,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_1,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_2,0,6059.277697770745
configuration_model_22,enhanced_configuration_model_2,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_2,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_3,0,6186.213772633816
configuration_model_22,enhanced_configuration_model_3,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_3,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_4,0,4716.77124217884
configuration_model_22,enhanced_configuration_model_4,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_4,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_5,0,6441.742776609447
configuration_model_22,enhanced_configuration_model_5,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_5,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_6,0,6441.742776609447
configuration_model_22,enhanced_configuration_model_6,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_6,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_7,0,5922.933524526586
configuration_model_22,enhanced_configuration_model_7,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_7,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_8,0,1923.6370106514585
configuration_model_22,enhanced_configuration_model_8,1,165.79683733307436
configuration_model_22,enhanced_configuration_model_8,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_9,0,6057.449270646
configuration_model_22,enhanced_configuration_model_9,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_9,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_10,0,3605.0364312496813
configuration_model_22,enhanced_configuration_model_10,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_10,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_11,0,5733.382275387871
configuration_model_22,enhanced_configuration_model_11,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_11,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_12,0,6122.331521639908
configuration_model_22,enhanced_configuration_model_12,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_12,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_13,0,4541.145304477286
configuration_model_22,enhanced_configuration_model_13,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_13,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_14,0,6441.742776609447
configuration_model_22,enhanced_configuration_model_14,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_14,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_15,0,4256.838125908599
configuration_model_22,enhanced_configuration_model_15,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_15,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_16,0,5094.993680330426
configuration_model_22,enhanced_configuration_model_16,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_16,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_17,0,2264.0102063981262
configuration_model_22,enhanced_configuration_model_17,1,166.74273459722681
configuration_model_22,enhanced_configuration_model_17,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_18,0,2726.315905670397
configuration_model_22,enhanced_configuration_model_18,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_18,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_19,0,6057.156377427186
configuration_model_22,enhanced_configuration_model_19,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_19,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_20,0,3429.0204810697614
configuration_model_22,enhanced_configuration_model_20,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_20,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_21,0,3623.986178717987
configuration_model_22,enhanced_configuration_model_21,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_21,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_22,0,6441.742776609447
configuration_model_22,enhanced_configuration_model_22,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_22,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_23,0,5799.627373451553
configuration_model_22,enhanced_configuration_model_23,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_23,2,78.48885271170681
configuration_model_22,enhanced_configuration_model_24,0,6249.803130408911
configuration_model_22,enhanced_configuration_model_24,1,164.75588001646562
configuration_model_22,enhanced_configuration_model_24,2,78.48885271170681
_hidalgo_disparity_filtration.csv,configuration_model_23,0,934.57272657703
_hidalgo_disparity_filtration.csv,configuration_model_23,1,200.88177051689127
_hidalgo_disparity_filtration.csv,configuration_model_23,2,79.19595949289337
configuration_model_23,configuration_model_24,0,136.52186130069785
configuration_model_23,configuration_model_24,1,30.92031021678298
configuration_model_23,configuration_model_24,2,8.778174593052025
configuration_model_23,enhanced_configuration_model_0,0,6075.177192707356
configuration_model_23,enhanced_configuration_model_0,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_0,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_1,0,6264.116838907895
configuration_model_23,enhanced_configuration_model_1,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_1,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_2,0,6205.355908257546
configuration_model_23,enhanced_configuration_model_2,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_2,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_3,0,6332.291983120617
configuration_model_23,enhanced_configuration_model_3,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_3,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_4,0,4850.899705197335
configuration_model_23,enhanced_configuration_model_4,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_4,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_5,0,6589.528093877435
configuration_model_23,enhanced_configuration_model_5,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_5,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_6,0,6589.528093877435
configuration_model_23,enhanced_configuration_model_6,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_6,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_7,0,6069.011735013386
configuration_model_23,enhanced_configuration_model_7,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_7,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_8,0,2052.644153326394
configuration_model_23,enhanced_configuration_model_8,1,192.33304448274077
configuration_model_23,enhanced_configuration_model_8,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_9,0,6203.5274811328
configuration_model_23,enhanced_configuration_model_9,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_9,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_10,0,3745.993321392926
configuration_model_23,enhanced_configuration_model_10,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_10,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_11,0,5877.000269429761
configuration_model_23,enhanced_configuration_model_11,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_11,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_12,0,6268.409732126708
configuration_model_23,enhanced_configuration_model_12,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_12,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_13,0,4675.273767495782
configuration_model_23,enhanced_configuration_model_13,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_13,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_14,0,6589.528093877435
configuration_model_23,enhanced_configuration_model_14,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_14,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_15,0,4397.795016051842
configuration_model_23,enhanced_configuration_model_15,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_15,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_16,0,5229.12214334892
configuration_model_23,enhanced_configuration_model_16,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_16,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_17,0,2404.967096541369
configuration_model_23,enhanced_configuration_model_17,1,194.67071467494193
configuration_model_23,enhanced_configuration_model_17,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_18,0,2867.272795813641
configuration_model_23,enhanced_configuration_model_18,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_18,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_19,0,6203.234587913987
configuration_model_23,enhanced_configuration_model_19,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_19,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_20,0,3569.977371213006
configuration_model_23,enhanced_configuration_model_20,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_20,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_21,0,3764.943068861232
configuration_model_23,enhanced_configuration_model_21,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_21,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_22,0,6589.528093877435
configuration_model_23,enhanced_configuration_model_22,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_22,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_23,0,5945.705583938353
configuration_model_23,enhanced_configuration_model_23,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_23,2,79.19595949289337
configuration_model_23,enhanced_configuration_model_24,0,6395.881340895713
configuration_model_23,enhanced_configuration_model_24,1,190.21172413918134
configuration_model_23,enhanced_configuration_model_24,2,79.19595949289337
_hidalgo_disparity_filtration.csv,configuration_model_24,0,808.050865276332
_hidalgo_disparity_filtration.csv,configuration_model_24,1,213.724440212189
_hidalgo_disparity_filtration.csv,configuration_model_24,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_0,0,5945.776651750217
configuration_model_24,enhanced_configuration_model_0,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_0,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_1,0,6134.716297950756
configuration_model_24,enhanced_configuration_model_1,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_1,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_2,0,6075.955367300407
configuration_model_24,enhanced_configuration_model_2,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_2,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_3,0,6202.891442163478
configuration_model_24,enhanced_configuration_model_3,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_3,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_4,0,4723.206271021382
configuration_model_24,enhanced_configuration_model_4,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_4,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_5,0,6460.127552920298
configuration_model_24,enhanced_configuration_model_5,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_5,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_6,0,6460.127552920298
configuration_model_24,enhanced_configuration_model_6,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_6,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_7,0,5939.611194056247
configuration_model_24,enhanced_configuration_model_7,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_7,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_8,0,1918.1222920256962
configuration_model_24,enhanced_configuration_model_8,1,205.06096654409853
configuration_model_24,enhanced_configuration_model_8,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_9,0,6074.126940175661
configuration_model_24,enhanced_configuration_model_9,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_9,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_10,0,3611.471460092228
configuration_model_24,enhanced_configuration_model_10,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_10,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_11,0,5747.599728472623
configuration_model_24,enhanced_configuration_model_11,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_11,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_12,0,6139.009191169569
configuration_model_24,enhanced_configuration_model_12,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_12,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_13,0,4547.580333319829
configuration_model_24,enhanced_configuration_model_13,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_13,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_14,0,6460.127552920298
configuration_model_24,enhanced_configuration_model_14,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_14,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_15,0,4263.273154751144
configuration_model_24,enhanced_configuration_model_15,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_15,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_16,0,5101.4287091729675
configuration_model_24,enhanced_configuration_model_16,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_16,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_17,0,2270.4452352406706
configuration_model_24,enhanced_configuration_model_17,1,207.86967553998625
configuration_model_24,enhanced_configuration_model_17,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_18,0,2732.750934512943
configuration_model_24,enhanced_configuration_model_18,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_18,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_19,0,6073.8340469568475
configuration_model_24,enhanced_configuration_model_19,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_19,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_20,0,3435.4555099123077
configuration_model_24,enhanced_configuration_model_20,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_20,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_21,0,3630.4212075605337
configuration_model_24,enhanced_configuration_model_21,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_21,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_22,0,6460.127552920298
configuration_model_24,enhanced_configuration_model_22,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_22,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_23,0,5816.305042981214
configuration_model_24,enhanced_configuration_model_23,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_23,2,70.71067811865478
configuration_model_24,enhanced_configuration_model_24,0,6266.480799938574
configuration_model_24,enhanced_configuration_model_24,1,202.93964620053924
configuration_model_24,enhanced_configuration_model_24,2,70.71067811865478
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_0,0,5277.845014776391
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_0,1,36.76955262170046
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_0,2,0.0
enhanced_configuration_model_0,enhanced_configuration_model_1,0,216.25335469952392
enhanced_configuration_model_0,enhanced_configuration_model_2,0,142.71424945612296
enhanced_configuration_model_0,enhanced_configuration_model_3,0,282.13560569343247
enhanced_configuration_model_0,enhanced_configuration_model_4,0,1326.159065260199
enhanced_configuration_model_0,enhanced_configuration_model_4,1,0.0
enhanced_configuration_model_0,enhanced_configuration_model_5,0,564.9783181680515
enhanced_configuration_model_0,enhanced_configuration_model_6,0,564.9783181680515
enhanced_configuration_model_0,enhanced_configuration_model_7,0,30.99137802864845
enhanced_configuration_model_0,enhanced_configuration_model_8,0,4229.912765057927
enhanced_configuration_model_0,enhanced_configuration_model_8,1,2.121320343559643
enhanced_configuration_model_0,enhanced_configuration_model_9,0,141.4213562373095
enhanced_configuration_model_0,enhanced_configuration_model_10,0,2477.7021612776634
enhanced_configuration_model_0,enhanced_configuration_model_10,1,0.0
enhanced_configuration_model_0,enhanced_configuration_model_11,0,234.27416997969522
enhanced_configuration_model_0,enhanced_configuration_model_12,0,211.4249275747777
enhanced_configuration_model_0,enhanced_configuration_model_13,0,1549.9780643609124
enhanced_configuration_model_0,enhanced_configuration_model_13,1,0.0
enhanced_configuration_model_0,enhanced_configuration_model_14,0,564.9783181680515
enhanced_configuration_model_0,enhanced_configuration_model_15,0,1804.5365055880698
enhanced_configuration_model_0,enhanced_configuration_model_15,1,0.0
enhanced_configuration_model_0,enhanced_configuration_model_16,0,905.8037866999673
enhanced_configuration_model_0,enhanced_configuration_model_16,1,0.0
enhanced_configuration_model_0,enhanced_configuration_model_17,0,3784.7283861292176
enhanced_configuration_model_0,enhanced_configuration_model_17,1,32.52691193458119
enhanced_configuration_model_0,enhanced_configuration_model_18,0,3320.573444452028
enhanced_configuration_model_0,enhanced_configuration_model_18,1,0.0
enhanced_configuration_model_0,enhanced_configuration_model_19,0,141.71424945612296
enhanced_configuration_model_0,enhanced_configuration_model_20,0,2709.218971944478
enhanced_configuration_model_0,enhanced_configuration_model_20,1,0.0
enhanced_configuration_model_0,enhanced_configuration_model_21,0,2491.187442651902
enhanced_configuration_model_0,enhanced_configuration_model_21,1,0.0
enhanced_configuration_model_0,enhanced_configuration_model_22,0,564.9783181680515
enhanced_configuration_model_0,enhanced_configuration_model_23,0,141.71424945612296
enhanced_configuration_model_0,enhanced_configuration_model_24,0,353.13917703090067
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_1,0,5490.684155913543
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_1,1,36.76955262170046
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_1,2,0.0
enhanced_configuration_model_1,enhanced_configuration_model_2,0,75.94674609615454
enhanced_configuration_model_1,enhanced_configuration_model_3,0,73.00357133746822
enhanced_configuration_model_1,enhanced_configuration_model_4,0,1538.7791034958682
enhanced_configuration_model_1,enhanced_configuration_model_4,1,0.0
enhanced_configuration_model_1,enhanced_configuration_model_5,0,350.7249634685276
enhanced_configuration_model_1,enhanced_configuration_model_6,0,350.7249634685276
enhanced_configuration_model_1,enhanced_configuration_model_7,0,244.41630560342617
enhanced_configuration_model_1,enhanced_configuration_model_8,0,4442.751906195078
enhanced_configuration_model_1,enhanced_configuration_model_8,1,2.121320343559643
enhanced_configuration_model_1,enhanced_configuration_model_9,0,75.41778489984131
enhanced_configuration_model_1,enhanced_configuration_model_10,0,2690.5413024148147
enhanced_configuration_model_1,enhanced_configuration_model_10,1,0.0
enhanced_configuration_model_1,enhanced_configuration_model_11,0,433.74935008616706
enhanced_configuration_model_1,enhanced_configuration_model_12,0,5.707106781186548
enhanced_configuration_model_1,enhanced_configuration_model_13,0,1762.8172054980632
enhanced_configuration_model_1,enhanced_configuration_model_13,1,0.0
enhanced_configuration_model_1,enhanced_configuration_model_14,0,350.7249634685276
enhanced_configuration_model_1,enhanced_configuration_model_15,0,2016.5472196004748
enhanced_configuration_model_1,enhanced_configuration_model_15,1,0.0
enhanced_configuration_model_1,enhanced_configuration_model_16,0,1118.6429278371181
enhanced_configuration_model_1,enhanced_configuration_model_16,1,0.0
enhanced_configuration_model_1,enhanced_configuration_model_17,0,3995.8604204851817
enhanced_configuration_model_1,enhanced_configuration_model_17,1,32.52691193458119
enhanced_configuration_model_1,enhanced_configuration_model_18,0,3533.412585589179
enhanced_configuration_model_1,enhanced_configuration_model_18,1,0.0
enhanced_configuration_model_1,enhanced_configuration_model_19,0,75.12489168102785
enhanced_configuration_model_1,enhanced_configuration_model_20,0,2919.815472394511
enhanced_configuration_model_1,enhanced_configuration_model_20,1,0.0
enhanced_configuration_model_1,enhanced_configuration_model_21,0,2704.205826525239
enhanced_configuration_model_1,enhanced_configuration_model_21,1,0.0
enhanced_configuration_model_1,enhanced_configuration_model_22,0,350.7249634685276
enhanced_configuration_model_1,enhanced_configuration_model_23,0,356.26049737446033
enhanced_configuration_model_1,enhanced_configuration_model_24,0,140.00714267493643
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_2,0,5419.973477794888
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_2,1,36.76955262170046
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_2,2,0.0
enhanced_configuration_model_2,enhanced_configuration_model_3,0,142.83556979968262
enhanced_configuration_model_2,enhanced_configuration_model_4,0,1465.125250618527
enhanced_configuration_model_2,enhanced_configuration_model_4,1,0.0
enhanced_configuration_model_2,enhanced_configuration_model_5,0,425.67828227430164
enhanced_configuration_model_2,enhanced_configuration_model_6,0,425.67828227430164
enhanced_configuration_model_2,enhanced_configuration_model_7,0,172.82694782833107
enhanced_configuration_model_2,enhanced_configuration_model_8,0,4372.041228076423
enhanced_configuration_model_2,enhanced_configuration_model_8,1,2.121320343559643
enhanced_configuration_model_2,enhanced_configuration_model_9,0,3.8284271247461903
enhanced_configuration_model_2,enhanced_configuration_model_10,0,2619.83062429616
enhanced_configuration_model_2,enhanced_configuration_model_10,1,0.0
enhanced_configuration_model_2,enhanced_configuration_model_11,0,369.9818467261987
enhanced_configuration_model_2,enhanced_configuration_model_12,0,73.8319984622144
enhanced_configuration_model_2,enhanced_configuration_model_13,0,1691.0261643524577
enhanced_configuration_model_2,enhanced_configuration_model_13,1,0.0
enhanced_configuration_model_2,enhanced_configuration_model_14,0,425.67828227430164
enhanced_configuration_model_2,enhanced_configuration_model_15,0,1943.9512891157601
enhanced_configuration_model_2,enhanced_configuration_model_15,1,0.0
enhanced_configuration_model_2,enhanced_configuration_model_16,0,1047.9322497184635
enhanced_configuration_model_2,enhanced_configuration_model_16,1,0.0
enhanced_configuration_model_2,enhanced_configuration_model_17,0,3925.1497423665273
enhanced_configuration_model_2,enhanced_configuration_model_17,1,32.52691193458119
enhanced_configuration_model_2,enhanced_configuration_model_18,0,3462.701907470524
enhanced_configuration_model_2,enhanced_configuration_model_18,1,0.0
enhanced_configuration_model_2,enhanced_configuration_model_19,0,3.0
enhanced_configuration_model_2,enhanced_configuration_model_20,0,2846.811901057042
enhanced_configuration_model_2,enhanced_configuration_model_20,1,0.0
enhanced_configuration_model_2,enhanced_configuration_model_21,0,2629.901692108025
enhanced_configuration_model_2,enhanced_configuration_model_21,1,0.0
enhanced_configuration_model_2,enhanced_configuration_model_22,0,425.67828227430164
enhanced_configuration_model_2,enhanced_configuration_model_23,0,283.6645668897457
enhanced_configuration_model_2,enhanced_configuration_model_24,0,214.4249275747777
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_3,0,5557.152193345079
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_3,1,36.76955262170046
_hidalgo_disparity_filtration.csv,enhanced_configuration_model_3,2,0.0
enhanced_configuration_model_3,enhanced_configuration_model_4,0,1606.5466068558367
enhanced_configuration_model_3,enhanced_configuration_model_4,1,0.0
enhanced_configuration_model_3,enhanced_configuration_model_5,0,282.842712474619
enhanced_configuration_model_3,enhanced_configuration_model_6,0,282.842712474619
enhanced_configuration_model_3,enhanced_configuration_model_7,0,309.7127701597078
enhanced_configuration_model_3,enhanced_configuration_model_8,0,4509.219943626614
enhanced_configuration_model_3,enhanced_configuration_model_8,1,2.121320343559643
enhanced_configuration_model_3,enhanced_configuration_model_9,0,140.71424945612296
enhanced_configuration_model_3,enhanced_configuration_model_10,0,2757.00933984635
enhanced_configuration_model_3,enhanced_configuration_model_10,1,0.0
enhanced_configuration_model_3,enhanced_configuration_model_11,0,505.0458146424487
enhanced_configuration_model_3,enhanced_configuration_model_12,0,70.71067811865476
enhanced_configuration_model_3,enhanced_configuration_model_13,0,1829.2852429295988
enhanced_configuration_model_3,enhanced_configuration_model_13,1,0.0
enhanced_configuration_model_3,enhanced_configuration_model_14,0,282.842712474619
enhanced_configuration_model_3,enhanced_configuration_model_15,0,2083.8436841567564
enhanced_configuration_model_3,enhanced_configuration_model_15,1,0.0
enhanced_configuration_model_3,enhanced_configuration_model_16,0,1185.1109652686537
enhanced_configuration_model_3,enhanced_configuration_model_16,1,0.0
enhanced_configuration_model_3,enhanced_configuration_model_17,0,4062.3284579167175
enhanced_configuration_model_3,enhanced_configuration_model_17,1,32.52691193458119
enhanced_configuration_model_3,enhanced_configuration_model_18,0,3599.880623020714
enhanced_configuration_model_3,enhanced_configuration_model_18,1,0.0
enhanced_configuration_model_3,enhanced_configuration_model_19,0,140.71424945612299
enhanced_configuration_model_3,enhanced_configuration_model_20,0,2986.819043731979
enhanced_configuration_model_3,enhanced_configuration_model_20,1,0.0
enhanced_configuration_model_3,enhanced_configuration_model_21,0,2771.8585822512673
enhanced_configuration_model_3,enhanced_configuration_model_21,1,0.0
enhanced_configuration_model_3,enhanced_configuration_model_22,0,282.842712474619
enhanced_configuration_model_3,enhanced_configuration_model_23,0,422.14274836836887
enhanced_configuration_model_3,enhanced_configuration_model_24,0,72.41778489984131
